City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Weather
345,Karratha,-20.7377,116.8463,88.45,32,33,14.81,AU,scattered clouds
346,Cherdyn,60.403,56.4787,19.98,94,100,11.27,RU,light snow
347,Hualmay,-11.0964,-77.6139,63.07,88,100,8.75,PE,overcast clouds
348,Manzhouli,49.6,117.4333,33.39,43,98,5.55,CN,overcast clouds
349,Saint-Joseph,-21.3667,55.6167,82.76,71,52,4.23,RE,broken clouds
350,Zaokskiy,54.7306,37.4089,22.24,86,33,11.59,RU,scattered clouds
351,Neyyattinkara,8.4,77.0833,84.06,68,100,6.31,IN,overcast clouds
352,Point Pedro,9.8167,80.2333,81.81,80,86,6.78,LK,overcast clouds
353,Zhigansk,66.7697,123.3711,-24.09,100,91,0.51,RU,overcast clouds
354,Kirakira,-10.4544,161.9205,83.64,71,62,6.31,SB,broken clouds
355,Sitka,57.0531,-135.33,32.67,87,51,4.25,US,broken clouds
356,Urengoy,65.9667,78.3667,5.63,96,100,9.73,RU,overcast clouds
357,Cortez,37.3489,-108.5859,50.41,35,66,4.0,US,broken clouds
358,Lebu,-37.6167,-73.65,48.52,83,0,18.25,CL,clear sky
359,Carndonagh,55.25,-7.2667,47.79,90,100,11.32,IE,overcast clouds
360,Saint George,37.1041,-113.5841,65.35,43,1,3.44,US,clear sky
361,Korla,41.7597,86.1469,43.75,30,7,5.17,CN,clear sky
362,Monrovia,6.3005,-10.7969,78.3,79,24,5.19,LR,light rain
363,Talakan,50.3167,130.3667,22.75,80,61,2.8,RU,broken clouds
364,Celestun,20.8667,-90.4,71.35,77,24,10.69,MX,few clouds
365,Aksay,47.26,39.87,30.25,63,33,11.01,RU,scattered clouds
366,Dingle,10.9995,122.6711,83.97,79,98,10.92,PH,overcast clouds
367,Lima,-12.0432,-77.0282,62.91,84,0,8.05,PE,clear sky
368,Farrukhnagar,17.0778,78.2011,76.71,68,92,15.03,IN,overcast clouds
369,Crestview,30.7621,-86.5705,56.25,93,1,0.0,US,clear sky
370,Kilindoni,-7.9139,39.6668,81.63,67,8,8.63,TZ,clear sky
371,Ostersund,63.1792,14.6357,34.25,86,0,3.44,SE,clear sky
372,Goderich,43.7501,-81.7165,38.91,93,100,5.75,CA,light rain
373,Peleduy,59.6289,112.7406,27.41,94,100,6.6,RU,light snow
374,Carutapera,-1.195,-46.02,78.08,81,54,7.36,BR,broken clouds
375,Sakakah,29.9697,40.2064,54.97,29,14,6.85,SA,few clouds
376,Lasa,46.6166,10.7002,38.03,81,95,1.16,IT,overcast clouds
377,Majene,-3.5403,118.9707,75.38,94,100,3.33,ID,overcast clouds
378,Pangody,65.85,74.4859,4.21,98,99,8.81,RU,overcast clouds
379,Tumarbong,10.3766,119.4579,81.9,85,100,8.1,PH,overcast clouds
380,Vila,42.0304,-8.1588,43.93,87,94,4.32,PT,overcast clouds
381,Flinders,-34.5833,150.8552,65.8,54,10,10.83,AU,clear sky
382,Taperoa,-7.2075,-36.8267,71.51,80,34,13.58,BR,scattered clouds
383,Atambua,-9.1061,124.8925,84.06,55,64,1.23,ID,broken clouds
384,Brae,60.3964,-1.353,49.91,87,100,28.25,GB,overcast clouds
385,Talara,-4.5772,-81.2719,63.61,87,40,13.85,PE,scattered clouds
386,Kenai,60.5544,-151.2583,2.03,85,1,5.75,US,clear sky
387,Kaitangata,-46.2817,169.8464,59.94,44,95,13.53,NZ,overcast clouds
388,Kruisfontein,-34.0033,24.7314,68.88,75,99,17.36,ZA,overcast clouds
389,Hasaki,35.7333,140.8333,61.2,79,79,22.1,JP,broken clouds
390,Saint-Gabriel,46.3001,-73.3824,33.55,90,45,6.96,CA,scattered clouds
391,Khani,41.9563,42.9566,44.17,93,92,4.05,GE,overcast clouds
392,Mae Sai,20.4335,99.8762,86.45,65,78,2.68,TH,broken clouds
393,Russell,32.3502,-85.1999,51.03,87,1,0.0,US,clear sky
394,Desnogorsk,54.1508,33.2815,25.54,86,76,6.89,RU,broken clouds
395,Svetlaya,46.5389,138.3297,35.65,45,63,13.35,RU,broken clouds
396,Waitati,-45.75,170.5667,54.81,66,72,12.91,NZ,broken clouds
397,Srednekolymsk,67.45,153.6833,-5.19,100,80,5.66,RU,broken clouds
398,Casablanca,33.5928,-7.6192,51.82,75,0,1.81,MA,clear sky
399,Japura,-0.3167,102.35,91.45,50,97,2.15,ID,overcast clouds
400,Barra Do Bugres,-15.0725,-57.1811,72.25,98,100,3.24,BR,overcast clouds
401,Jacareacanga,-6.2222,-57.7528,72.84,95,94,1.72,BR,overcast clouds
402,Sola,-13.8833,167.55,81.32,74,83,10.09,VU,broken clouds
403,Sambava,-14.2667,50.1667,79.7,63,82,5.37,MG,broken clouds
404,Bengkulu,-3.8004,102.2655,83.91,64,100,4.61,ID,overcast clouds
405,Faya,18.3851,42.4509,61.32,48,0,4.94,SA,clear sky
406,Arman,59.7,150.1667,25.02,79,100,13.33,RU,overcast clouds
407,Asmara,15.3333,38.9333,61.79,49,3,2.1,ER,clear sky
408,Murgab,37.4966,61.9714,51.67,62,90,9.22,TM,overcast clouds
409,Porosozero,62.7191,32.727,35.58,92,100,12.15,RU,overcast clouds
410,Manubul,5.4732,120.7986,82.74,73,99,5.08,PH,overcast clouds
411,Lamar,33.6668,-95.5836,65.86,88,0,9.51,US,clear sky
412,Huarmey,-10.0681,-78.1522,63.12,90,81,7.4,PE,broken clouds
413,Weligama,5.9667,80.4167,81.43,82,100,13.71,LK,overcast clouds
414,Malanje,-9.5402,16.341,65.95,90,100,0.96,AO,overcast clouds
415,Narsaq,60.9167,-46.05,0.32,72,0,6.4,GL,clear sky
416,Krasnoselkup,65.7,82.4667,4.8,94,100,16.08,RU,light snow
417,Dundee,56.5,-2.9667,45.61,91,100,8.3,GB,overcast clouds
418,Domoni,-12.2569,44.5319,83.05,69,16,1.19,KM,few clouds
419,Waingapu,-9.6567,120.2641,86.43,65,32,6.62,ID,scattered clouds
420,Basco,20.4487,121.9702,78.87,76,81,23.24,PH,broken clouds
421,Oranjemund,-28.55,16.4333,63.01,82,4,12.08,NA,clear sky
422,Dawei,14.0833,98.2,90.36,54,29,5.97,MM,scattered clouds
423,Ta Khmau,11.4833,104.95,87.85,66,40,5.75,KH,scattered clouds
424,Lompoc,34.6391,-120.4579,55.08,97,90,0.0,US,mist
425,Baherden,38.4362,57.4316,59.2,40,100,11.72,TM,overcast clouds
426,Anjar,23.1333,70.0167,83.21,23,94,12.37,IN,overcast clouds
427,Reconquista,-29.15,-59.65,72.48,86,30,2.48,AR,scattered clouds
428,Sembe,1.6481,14.5806,72.99,95,100,1.01,CG,light rain
429,Emmett,43.8735,-116.4993,61.43,51,100,1.01,US,overcast clouds
430,Amapa,1.0,-52.0,73.54,89,84,2.1,BR,broken clouds
431,Puri,19.8,85.85,79.38,76,43,10.2,IN,scattered clouds
432,Norman Wells,65.282,-126.8329,-2.16,78,75,6.91,CA,light snow
433,Najran,17.4924,44.1277,65.05,26,0,2.71,SA,clear sky
434,Deputatskiy,69.3,139.9,-1.01,97,100,3.24,RU,light snow
435,Tigil,57.8,158.6667,28.72,98,100,7.65,RU,snow
436,Raipur,21.2333,81.6333,82.54,65,40,8.05,IN,haze
437,Ayr,55.4627,-4.6339,49.1,76,90,11.5,GB,overcast clouds
438,Batagay,67.6333,134.6333,-7.22,98,100,1.72,RU,overcast clouds
439,Praia,14.9215,-23.5087,73.94,88,20,6.91,CV,few clouds
440,Entre Rios,-11.9419,-38.0844,68.81,97,99,2.55,BR,overcast clouds
441,Klyuchi,52.2667,79.1667,25.57,88,100,3.18,RU,overcast clouds
442,The Pas,53.8251,-101.2541,28.42,100,90,11.5,CA,overcast clouds
443,Atherton,53.5237,-2.4935,50.43,94,64,1.99,GB,broken clouds
444,Bhadrapur,26.544,88.0944,78.93,51,0,2.91,NP,clear sky
445,Mangaluru,12.8667,74.8833,85.06,74,75,3.44,IN,broken clouds
446,Alice Springs,-23.7,133.8833,83.75,16,1,8.05,AU,clear sky
447,Adrar,20.5022,-10.0711,69.96,33,98,8.75,MR,overcast clouds
448,Hobyo,5.3505,48.5268,81.68,62,88,8.23,SO,overcast clouds
449,Te Anau,-45.4167,167.7167,44.47,94,94,7.02,NZ,light rain
450,Ponta Delgada,37.7333,-25.6667,65.5,82,40,8.05,PT,scattered clouds
451,Busayra,30.7376,35.6078,59.76,43,3,1.66,JO,clear sky
452,Valparaiso,-33.0393,-71.6273,49.64,71,0,3.44,CL,clear sky
453,Ahuimanu,21.4447,-157.8378,76.75,78,75,4.61,US,broken clouds
454,Armizonskoye,55.9461,67.6736,14.0,86,48,10.6,RU,scattered clouds
455,Riberalta,-10.9833,-66.1,74.48,91,98,2.59,BO,moderate rain
456,Straoane,45.9333,27.05,39.33,81,40,2.64,RO,scattered clouds
457,San Jose,37.3394,-121.895,59.86,88,75,1.99,US,mist
458,Juneau,58.3019,-134.4197,34.21,96,90,3.13,US,overcast clouds
459,Doka,13.5167,35.7667,84.2,24,3,7.05,SD,clear sky
460,Tabas,33.5959,56.9244,61.02,23,40,2.3,IR,scattered clouds
461,Badajoz,38.6667,-6.1667,46.31,81,100,4.21,ES,overcast clouds
462,Ketchikan,55.3422,-131.6461,31.14,86,56,3.24,US,broken clouds
463,Sesheke,-17.4759,24.2968,83.48,34,12,10.38,ZM,few clouds
464,Egvekinot,66.3167,-179.1667,6.19,90,100,6.91,RU,overcast clouds
465,Malinovka,53.8579,27.4374,27.9,85,15,6.89,BY,few clouds
466,Gamba,-2.65,10.0,75.76,93,100,6.64,GA,light rain
467,Gharo,24.7424,67.5856,82.62,9,0,12.55,PK,clear sky
468,Pacific Grove,36.6177,-121.9166,62.28,90,20,3.0,US,few clouds
469,Ballina,-28.8667,153.5667,82.58,63,72,12.66,AU,broken clouds
470,Kikwit,-5.041,18.8162,69.62,99,100,1.92,CD,heavy intensity rain
471,Hofn,64.2539,-15.2082,39.33,74,37,26.51,IS,scattered clouds
472,Tsurugi,36.45,136.6333,59.29,67,77,7.18,JP,broken clouds
473,Mao,39.8885,4.2658,57.76,94,75,25.32,ES,broken clouds
474,San Vicente,-26.6167,-54.1333,67.82,78,95,2.62,AR,overcast clouds
475,Cholet,47.1667,-1.0,44.56,76,100,5.12,FR,overcast clouds
476,Colares,38.7992,-9.4469,56.34,54,96,5.99,PT,overcast clouds
477,Mucurapo,10.6667,-61.5333,79.25,81,52,9.17,TT,broken clouds
478,Fallon,39.4735,-118.7774,59.27,29,100,9.46,US,overcast clouds
479,Fare,-16.7,-151.0167,81.16,75,88,9.19,PF,overcast clouds
480,Askiz,53.1319,90.5264,29.73,62,77,14.2,RU,broken clouds
481,Khash,28.2211,61.2158,60.71,17,0,3.4,IR,clear sky
482,Zaozerne,45.1582,33.2787,40.96,68,3,24.99,UA,clear sky
483,Rockingham,42.9668,-71.0995,39.65,82,10,12.3,US,clear sky
484,Wausau,44.9591,-89.6301,18.7,94,80,1.39,US,broken clouds
485,Khanpur,28.6453,70.6567,81.39,11,1,7.4,PK,clear sky
486,Lazaro Cardenas,17.9583,-102.2,74.61,77,26,3.83,MX,scattered clouds
487,Yantal,56.8471,105.2542,28.06,81,100,4.68,RU,overcast clouds
488,Phan Thiet,10.9333,108.1,82.71,79,100,6.76,VN,moderate rain
489,Viedma,-40.8135,-62.9967,49.91,68,63,13.35,AR,broken clouds
490,Aksu,41.1231,80.2644,43.66,30,8,3.96,CN,clear sky
491,Kaohsiung,22.6163,120.3133,85.08,62,40,5.99,TW,scattered clouds
492,Kyzyl-Mazhalyk,51.1333,90.6,27.1,34,21,0.98,RU,few clouds
493,Sapulpa,35.9987,-96.1142,57.15,79,0,7.96,US,clear sky
494,Salinas,36.6777,-121.6555,62.01,83,40,5.75,US,mist
495,Semey,50.4111,80.2275,28.62,74,0,6.71,KZ,clear sky
496,Maragogi,-9.0122,-35.2225,76.44,82,22,9.86,BR,few clouds
497,Pittsfield,42.4501,-73.2454,35.29,82,75,1.99,US,broken clouds
498,Bereda,43.2686,-7.5406,44.35,99,81,3.29,ES,broken clouds
499,San Onofre,9.7359,-75.5263,77.23,90,100,2.86,CO,overcast clouds
500,Nhulunbuy,-12.2333,136.7667,90.21,45,0,16.11,AU,clear sky
501,Ulladulla,-35.35,150.4667,68.77,54,18,9.22,AU,few clouds
502,Lilongwe,-13.9669,33.7873,73.6,68,0,10.36,MW,clear sky
503,Kardamaina,36.7814,27.1425,63.88,67,23,6.91,GR,few clouds
504,Dakoro,14.5106,6.765,74.57,16,81,7.56,NE,broken clouds
505,Raudeberg,61.9875,5.1352,51.58,87,100,8.01,NO,light rain
506,Shelburne,44.0787,-80.2041,33.76,98,50,7.56,CA,scattered clouds
507,Nyanza,-2.3519,29.7509,62.58,80,98,0.78,RW,overcast clouds
508,Qasigiannguit,68.8193,-51.1922,-2.47,88,100,6.78,GL,overcast clouds
509,Bac Lieu,9.285,105.7244,79.02,87,100,11.07,VN,overcast clouds
510,Rudnogorsk,57.2639,103.7519,25.12,87,100,4.14,RU,overcast clouds
511,Varhaug,58.6147,5.6457,47.89,88,100,14.43,NO,overcast clouds
512,Pamekasan,-7.1568,113.4746,85.12,66,90,7.4,ID,light rain
513,Khorixas,-20.3667,14.9667,80.11,22,54,3.6,NA,broken clouds
514,Tasca,46.9,26.0167,39.2,97,69,2.93,RO,broken clouds
515,Lac Du Bonnet,50.2536,-96.0612,26.94,91,100,10.45,CA,overcast clouds
516,Beloha,-25.1667,45.05,82.31,51,36,8.12,MG,scattered clouds
517,Kloulklubed,7.0419,134.2556,84.02,68,84,3.02,PW,broken clouds
518,Albanel,48.8832,-72.4487,33.78,75,59,6.91,CA,broken clouds
519,Baykit,61.67,96.37,15.82,91,100,4.81,RU,overcast clouds
520,Launceston,-41.45,147.1667,62.62,53,90,5.01,AU,overcast clouds
521,San Juan,-31.5375,-68.5364,60.21,27,36,22.3,AR,scattered clouds
522,Kuusamo,65.9667,29.1833,32.04,100,90,6.91,FI,overcast clouds
523,Huilong,31.8111,121.655,72.03,45,96,7.02,CN,overcast clouds
524,Grand-Lahou,5.1367,-5.0242,78.39,83,69,6.13,CI,broken clouds
525,Daru,-9.0763,143.2092,82.45,81,100,9.69,PG,moderate rain
526,Pochutla,15.7432,-96.4661,74.82,74,6,4.12,MX,clear sky
527,Vestmannaeyjar,63.4427,-20.2734,39.9,79,100,33.13,IS,light rain
528,Araioses,-2.89,-41.9031,77.67,84,33,9.19,BR,scattered clouds
529,Valdivia,-39.8142,-73.2459,39.29,95,2,3.29,CL,clear sky
530,Chapais,49.7834,-74.8492,24.58,88,100,10.42,CA,overcast clouds
531,Chegdomyn,51.1167,133.0167,15.87,75,37,1.19,RU,scattered clouds
532,Corinto,37.9407,22.9573,61.9,83,97,6.91,GR,overcast clouds
533,Kozlovo,56.5167,36.2667,28.04,72,44,11.81,RU,scattered clouds
534,Ulloa,4.7044,-75.7403,67.44,94,40,2.3,CO,fog
535,Rexburg,43.826,-111.7897,55.27,36,100,20.0,US,overcast clouds
536,Waipawa,-41.4122,175.5153,60.46,65,0,24.16,NZ,clear sky
537,Xiaoweizhai,26.1903,107.5125,52.79,97,100,3.36,CN,overcast clouds
538,Dong Xoai,11.5333,106.9167,81.3,80,100,0.65,VN,moderate rain
539,Grindavik,63.8424,-22.4338,36.07,93,75,18.41,IS,broken clouds
540,Verkhnyaya Inta,65.9811,60.3094,12.85,95,100,2.62,RU,overcast clouds
541,Warrnambool,-38.3833,142.4833,55.35,60,70,10.67,AU,broken clouds
542,Murupara,-38.4667,176.7,65.55,88,59,5.79,NZ,broken clouds
543,Tunceli,39.1083,39.5471,51.49,41,98,3.29,TR,overcast clouds
544,Kabalo,-6.05,26.9167,72.39,92,91,3.2,CD,light rain
545,Bonavista,48.6499,-53.1147,45.12,95,100,29.84,CA,heavy intensity rain
546,West Wendover,40.7391,-114.0733,55.98,33,100,8.1,US,overcast clouds
547,Oranjestad,12.524,-70.027,80.92,82,14,19.82,AW,few clouds
548,Paciran,-6.8767,112.3761,84.94,65,92,6.51,ID,overcast clouds
549,Carlos Chagas,-17.7031,-40.7664,64.62,90,87,3.83,BR,overcast clouds
550,Gorontalo,0.5412,123.0595,84.49,72,100,3.74,ID,overcast clouds
551,Kavaratti,10.5669,72.642,79.9,82,100,13.04,IN,overcast clouds
552,Maria Aurora,15.7967,121.4737,84.88,73,27,6.6,PH,scattered clouds
553,Barcelona,41.3888,2.159,54.54,72,20,4.0,ES,few clouds
554,Naze,28.3667,129.4833,66.07,59,18,10.11,JP,few clouds
555,Ishigaki,24.3448,124.1572,74.93,61,31,12.77,JP,scattered clouds
556,Yerbogachen,61.2767,108.0108,16.7,93,96,4.9,RU,overcast clouds
557,Paramonga,-10.6667,-77.8333,63.01,90,100,7.36,PE,overcast clouds
558,Dunedin,-45.8742,170.5036,54.81,66,85,3.0,NZ,overcast clouds
559,Gornopravdinsk,60.05,69.9,15.66,89,100,9.89,RU,overcast clouds
560,Saint Anthony,45.0205,-93.218,32.09,78,1,1.99,US,clear sky
561,Dutse,11.7594,9.3392,73.33,26,88,4.65,NG,overcast clouds
562,Eresos,39.1667,25.9333,51.31,72,98,14.83,GR,overcast clouds
563,Santiago Del Estero,-27.7951,-64.2615,77.0,70,100,9.48,AR,overcast clouds
564,Booue,-0.0921,11.9385,73.56,97,99,1.3,GA,overcast clouds
565,Kargasok,59.0556,80.8572,15.13,87,100,13.96,RU,overcast clouds
566,Berekua,15.2333,-61.3167,79.84,72,16,18.59,DM,few clouds
567,Verkhoyansk,67.5447,133.385,-7.47,98,100,2.1,RU,overcast clouds
568,Bubaque,11.2833,-15.8333,82.11,73,19,9.37,GW,few clouds
569,Thanh Hoa,19.8,105.7667,73.18,87,100,2.93,VN,overcast clouds
570,Tomatlan,19.9333,-105.25,70.68,78,46,3.22,MX,scattered clouds
571,Marabba,12.35,32.1833,84.13,15,1,10.18,SD,clear sky
572,Aksarka,66.5606,67.7975,5.14,95,100,3.51,RU,overcast clouds
573,Gazojak,41.1875,61.4036,49.37,57,100,13.38,TM,overcast clouds
574,Huangmei,30.1924,116.025,70.77,26,8,9.53,CN,clear sky
575,Ust-Nera,64.5667,143.2,7.66,98,100,3.42,RU,overcast clouds
576,Lincoln,40.8,-96.667,49.01,74,12,1.01,US,few clouds
577,Kasongo,-4.45,26.6667,71.6,93,89,2.21,CD,light rain
578,Linxia,35.6003,103.2064,42.66,42,100,2.42,CN,overcast clouds
579,Khandyga,62.6667,135.6,-7.2,96,100,0.54,RU,light snow
580,Hay River,60.8156,-115.7999,19.38,93,90,1.14,CA,light snow
581,Buala,-8.145,159.5921,83.68,72,78,5.91,SB,broken clouds
582,Labuhan,-6.8844,112.2051,85.23,64,93,6.78,ID,overcast clouds
583,Nyurba,63.2842,118.3319,11.37,95,100,3.4,RU,overcast clouds
584,Bremerton,47.5673,-122.6326,45.36,80,28,3.0,US,scattered clouds
585,Lata,40.1629,-8.3327,53.08,71,100,4.74,PT,overcast clouds
586,Laiwu,36.1928,117.6569,59.2,38,0,0.51,CN,clear sky
587,Moissala,8.3404,17.7663,77.61,71,90,4.27,TD,overcast clouds
588,Sao Raimundo Nonato,-9.0153,-42.6994,74.19,79,100,4.23,BR,overcast clouds
589,Novobirilyussy,56.9514,90.6661,15.19,82,100,7.65,RU,overcast clouds
590,Susangerd,31.5608,48.1831,69.8,49,100,6.67,IR,overcast clouds
591,Yartsevo,55.0667,32.6964,25.63,88,85,7.02,RU,overcast clouds
592,Barguzin,53.6167,109.6167,25.12,90,97,7.87,RU,overcast clouds
593,Stokmarknes,68.5646,14.9108,44.56,87,75,2.3,NO,broken clouds
594,Hami,42.8,93.45,41.25,38,13,5.53,CN,few clouds
595,Ostrovnoy,68.0531,39.5131,28.78,94,100,3.36,RU,light snow
596,Trat,12.5,102.5,90.91,79,100,10.87,TH,overcast clouds
597,Punta Cardon,11.6581,-70.215,79.52,81,10,21.92,VE,clear sky
598,Tateyama,34.9833,139.8667,65.14,72,53,14.23,JP,broken clouds
599,Kahului,20.8947,-156.47,78.84,85,66,1.99,US,broken clouds
600,Odate,40.2686,140.5683,49.24,58,84,9.42,JP,broken clouds
601,Chalus,36.655,51.4204,55.56,89,100,10.6,IR,overcast clouds
602,Kuching,1.55,110.3333,91.62,58,75,3.44,MY,broken clouds
603,Robertson,36.5167,-86.8667,50.32,79,90,6.91,US,overcast clouds
604,Mansa,29.9833,75.3833,78.4,16,0,3.04,IN,clear sky
605,Riyadh,24.6877,46.7219,75.11,24,40,8.3,SA,scattered clouds
606,Ganta,7.3022,-8.5308,67.59,94,25,0.02,LR,scattered clouds
607,Newton,42.337,-71.2092,40.17,69,75,3.0,US,broken clouds
608,Newport,51.5877,-2.9984,52.77,94,99,5.19,GB,overcast clouds
609,Sinuapa,14.45,-89.1833,63.81,95,94,6.24,HN,overcast clouds
610,Ebolowa,2.9,11.15,68.85,99,100,0.43,CM,moderate rain
611,Anadyr,64.75,177.4833,27.1,74,75,11.18,RU,broken clouds
612,Batemans Bay,-35.7167,150.1833,66.09,54,20,8.01,AU,few clouds
613,Kamenka,51.3223,42.7678,25.59,75,21,4.09,RU,few clouds
614,Evensk,61.95,159.2333,27.48,86,100,26.17,RU,light snow
615,Bontang,0.1333,117.5,83.01,68,100,8.05,ID,moderate rain
616,Marsh Harbour,26.5412,-77.0636,74.41,63,97,17.36,BS,overcast clouds
617,Tezu,27.9167,96.1667,80.02,28,0,3.58,IN,clear sky
618,Totskoye,52.5248,52.7623,13.1,84,15,4.14,RU,few clouds
619,Jalu,29.0331,21.5482,65.61,82,100,9.08,LY,overcast clouds
620,Port Hardy,50.6996,-127.4199,42.17,82,88,18.12,CA,light rain
621,Raposa,-6.5167,-44.1833,69.21,90,30,0.47,BR,scattered clouds
622,Avera,33.194,-82.5271,45.72,43,0,5.39,US,clear sky
623,Tessalit,20.1986,1.0114,66.09,32,14,5.86,ML,few clouds
624,Gigmoto,13.7796,124.39,82.54,83,89,9.04,PH,overcast clouds
625,Araouane,18.9048,-3.5265,69.35,30,20,9.33,ML,few clouds
626,Ust-Maya,60.4167,134.5333,-6.18,97,100,0.22,RU,overcast clouds
627,Qaqortoq,60.7167,-46.0333,10.9,69,0,4.88,GL,clear sky
628,Bukachacha,52.9833,116.9167,30.33,54,36,2.3,RU,scattered clouds
629,Temozon,20.8,-88.2167,66.99,87,89,2.93,MX,overcast clouds
630,Barra Do Garcas,-15.89,-52.2567,70.93,98,100,3.11,BR,overcast clouds
631,Mehamn,71.0357,27.8492,40.91,80,95,13.56,NO,overcast clouds
632,Ikalamavony,-21.15,46.5833,82.13,46,12,3.56,MG,few clouds
633,Coahuayana,18.7333,-103.6833,73.83,67,59,4.16,MX,broken clouds
634,Marion,39.7684,-86.1555,37.4,85,20,5.75,US,few clouds
635,Marquette,46.5333,-87.6335,28.33,89,25,3.6,US,scattered clouds
636,Tazovskiy,67.4667,78.7,2.19,94,100,12.15,RU,overcast clouds
637,Tabuk,17.4189,121.4443,84.22,70,42,5.44,PH,scattered clouds
638,Bela,25.9333,81.9833,78.13,36,0,3.47,IN,clear sky
639,Mingaora,34.7758,72.3625,67.1,17,21,2.55,PK,few clouds
640,Kropotkin,45.4375,40.5756,31.84,73,77,15.99,RU,broken clouds
641,Kostomuksha,64.571,30.5767,35.13,93,100,10.4,RU,overcast clouds
642,Bloomfield,40.8068,-74.1854,41.67,69,75,1.99,US,broken clouds
643,Umm Lajj,25.0213,37.2685,77.23,54,0,9.06,SA,clear sky
644,Sinnamary,5.3833,-52.95,77.38,86,76,8.39,GF,broken clouds
645,Ugoofaaru,5.6667,73.0,81.77,79,100,21.63,MV,overcast clouds
646,Tevaitoa,-16.7833,-151.5,80.56,76,100,9.04,PF,light rain
647,Bodden Town,19.2833,-81.25,79.0,89,93,5.99,KY,overcast clouds
648,Henties Bay,-22.116,14.2845,61.86,82,73,1.57,NA,broken clouds
649,Natchez,31.5604,-91.4032,61.02,91,1,4.61,US,clear sky
650,Guachucal,0.9609,-77.7316,46.0,96,96,0.87,CO,overcast clouds
651,Urucara,-2.5364,-57.76,74.46,97,100,3.09,BR,light rain
652,Yantongshan,43.2919,126.0094,38.68,59,1,6.46,CN,clear sky
653,Mackay,-21.15,149.2,86.68,69,75,11.25,AU,broken clouds
654,Uige,-7.6087,15.0613,66.92,99,100,1.41,AO,moderate rain
655,Inhambane,-23.865,35.3833,82.02,63,3,12.93,MZ,clear sky
656,Petropavlovsk-Kamchatskiy,53.0452,158.6483,30.79,51,20,11.18,RU,few clouds
657,Nabire,-3.3667,135.4833,81.7,75,96,4.45,ID,overcast clouds
658,Kaseda,31.4167,130.3167,68.85,56,74,11.86,JP,broken clouds
659,Miri,4.4148,114.0089,84.74,66,100,7.05,MY,overcast clouds
660,Sehithwa,-20.4667,22.7167,86.59,30,30,5.06,BW,scattered clouds
661,Jumla,29.2747,82.1838,60.89,16,0,5.75,NP,clear sky
662,Nanticoke,41.2054,-76.0049,37.54,84,30,3.0,US,scattered clouds
663,Plerin,48.5425,-2.7798,49.44,91,75,1.01,FR,broken clouds
664,Tottori,35.5,134.2333,59.56,61,77,3.33,JP,broken clouds
665,Maxixe,-23.8597,35.3472,82.8,60,2,12.01,MZ,clear sky
666,Yulara,-25.2406,130.9889,91.24,9,0,3.44,AU,clear sky
667,Matara,5.9485,80.5353,82.08,80,100,13.35,LK,overcast clouds
668,Ous,60.9058,61.5186,19.02,77,100,10.83,RU,overcast clouds
669,Lingao,19.9103,109.6859,75.61,84,79,17.36,CN,broken clouds
670,Bayji,34.9311,43.487,69.42,29,100,7.52,IQ,overcast clouds
671,Magaria,12.9983,8.9099,74.82,19,61,7.0,NE,broken clouds
672,Tres Arroyos,-38.3739,-60.2798,50.47,93,90,12.41,AR,overcast clouds
673,Evans,33.5337,-82.1307,46.04,63,0,3.6,US,clear sky
674,Chicama,-7.8447,-79.1469,62.29,89,74,4.83,PE,broken clouds
675,Saucillo,28.0167,-105.2833,64.35,21,0,8.12,MX,clear sky
676,Floriano,-6.7669,-43.0225,75.61,75,50,2.75,BR,scattered clouds
677,Kalispell,48.1958,-114.3129,47.77,50,40,23.02,US,scattered clouds
678,Shellbrook,53.2168,-106.4011,31.23,97,100,18.86,CA,snow
679,Balykshi,47.0667,51.8667,23.0,93,90,22.37,KZ,mist
680,Lalmohan,22.3384,90.7419,80.4,59,15,9.64,BD,few clouds
681,Los Llanos De Aridane,28.6585,-17.9182,62.35,73,20,5.01,ES,few clouds
682,Port Hedland,-20.3167,118.5667,95.05,34,7,13.8,AU,clear sky
683,Bure,10.7,37.0667,65.68,57,49,2.3,ET,scattered clouds
684,Chunoyar,57.4467,97.3217,30.7,87,100,10.27,RU,light snow
685,Darnah,32.767,22.6367,67.01,63,41,2.28,LY,scattered clouds
686,Awjilah,29.1081,21.2869,65.14,82,100,10.07,LY,overcast clouds
687,Wonthaggi,-38.6044,145.5913,59.05,59,63,10.27,AU,broken clouds
688,Novoagansk,61.9449,76.6625,14.65,92,100,11.41,RU,overcast clouds
689,Nazas,25.2333,-104.1333,60.85,32,2,1.1,MX,clear sky
690,Sinjai,-5.1241,120.253,78.53,86,100,3.4,ID,overcast clouds
691,Garowe,8.4054,48.4845,76.24,50,45,5.21,SO,scattered clouds
692,Igrim,63.1906,64.4162,20.98,80,97,11.68,RU,overcast clouds
693,Victor Harbor,-35.5667,138.6167,68.79,56,99,1.01,AU,overcast clouds
694,Aasiaat,68.7098,-52.8699,2.62,98,99,6.22,GL,overcast clouds
695,Chaiya,9.3862,99.1986,90.1,74,87,7.94,TH,moderate rain
696,Aloleng,16.1307,119.7824,88.09,63,93,7.11,PH,overcast clouds
697,Anqing,30.5092,117.0506,70.36,26,11,9.71,CN,few clouds
